breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
h1_bmp4_derived_trophoblast_cultured_cells	10	0.544412	0.196636	0.516478	0.540576	0.574382	0.523981	0.570452	0.581274	0.610759	0.550641	0.590313	0.586711	0.627835	0.632575	0.617794	0.621951	0.621059	0.588124	0.569961	0.573037	0.423922	0.445821	0.49498	0.42715	0.429755	0.415145	0.346919	0.356782	0.465696
h1_bmp4_derived_trophoblast_cultured_cells	20	0.600435	0.251504	0.593828	0.581619	0.568063	0.575361	0.589389	0.609553	0.652864	0.571691	0.614849	0.621011	0.647521	0.622557	0.635405	0.643112	0.650852	0.637727	0.628358	0.635104	0.465149	0.482882	0.486838	0.453384	0.471939	0.46469	0.388738	0.354745	0.352215
h1_bmp4_derived_trophoblast_cultured_cells	30	0.602878	0.282114	0.621966	0.612234	0.602908	0.592926	0.611139	0.60424	0.643065	0.593359	0.610483	0.620963	0.652947	0.643878	0.636225	0.647096	0.648377	0.619129	0.6391	0.611844	0.454165	0.474947	0.494892	0.424456	0.465062	0.468256	0.366094	0.351663	0.34426
h1_bmp4_derived_trophoblast_cultured_cells	40	0.614118	0.288539	0.614125	0.608469	0.627871	0.604883	0.621738	0.608777	0.637556	0.606063	0.626986	0.632872	0.655191	0.640693	0.6423	0.643265	0.636253	0.635095	0.647688	0.634652	0.445014	0.476972	0.511085	0.418654	0.485091	0.470836	0.358198	0.333745	0.310783
h1_bmp4_derived_trophoblast_cultured_cells	50	0.595275	0.313813	0.621149	0.621499	0.596384	0.602401	0.619158	0.607288	0.640256	0.621962	0.605726	0.636201	0.650302	0.64113	0.646598	0.64675	0.643248	0.650881	0.650873	0.645514	0.419505	0.462494	0.502741	0.406192	0.458132	0.45723	0.348741	0.327049	0.344323
h1_bmp4_derived_trophoblast_cultured_cells	60	0.592941	0.335842	0.615656	0.624123	0.596066	0.597713	0.620258	0.631978	0.631342	0.61707	0.62921	0.626433	0.644357	0.631235	0.638162	0.64088	0.638999	0.646902	0.645734	0.640883	0.416504	0.468766	0.481423	0.402638	0.441808	0.443395	0.346973	0.301225	0.324595
h1_bmp4_derived_trophoblast_cultured_cells	70	0.579991	0.345632	0.610751	0.618706	0.610255	0.599228	0.614651	0.623115	0.624867	0.621643	0.626107	0.621749	0.635862	0.622847	0.628748	0.631838	0.636182	0.628974	0.637262	0.64135	0.39232	0.440608	0.459695	0.395432	0.42322	0.438153	0.332947	0.30655	0.331859
h1_bmp4_derived_trophoblast_cultured_cells	80	0.564934	0.324629	0.601159	0.613757	0.612628	0.605031	0.610971	0.619428	0.605926	0.616904	0.611195	0.606971	0.629792	0.611607	0.634602	0.619529	0.623388	0.636735	0.639742	0.637247	0.410575	0.422309	0.459202	0.377642	0.441135	0.433014	0.336704	0.27986	0.320378
h1_bmp4_derived_trophoblast_cultured_cells	90	0.559747	0.321852	0.611589	0.614955	0.604116	0.590813	0.602955	0.58769	0.612915	0.608223	0.617174	0.60934	0.610659	0.618157	0.615735	0.627265	0.61768	0.631244	0.644471	0.6432	0.39042	0.414596	0.463459	0.380633	0.420101	0.428506	0.321825	0.285762	0.250931
h1_bmp4_derived_trophoblast_cultured_cells	100	0.563848	0.33602	0.606581	0.582129	0.5971	0.58998	0.602852	0.611295	0.614287	0.596975	0.598998	0.592725	0.605267	0.607213	0.603764	0.608063	0.612082	0.633614	0.632836	0.636614	0.39821	0.42425	0.433886	0.382648	0.409012	0.414184	0.278999	0.294859	0.307654

h1_cells	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
h1_cells	10	0.467915	0.104215	0.496944	0.502391	0.473469	0.450941	0.493196	0.490239	0.511072	0.500325	0.467119	0.493993	0.488253	0.492909	0.513952	0.501267	0.524125	0.39763	0.381802	0.482615	0.288573	0.31158	0.312397	0.265348	0.269997	0.248523	0.2215	0.232369	0.161121
h1_cells	20	0.485912	0.135763	0.524243	0.506428	0.501982	0.510177	0.510386	0.526111	0.541126	0.537433	0.54303	0.548603	0.554851	0.546961	0.540332	0.540303	0.546235	0.530456	0.531985	0.439935	0.315831	0.366222	0.35534	0.290987	0.315099	0.320861	0.233092	0.218151	0.203527
h1_cells	30	0.497587	0.16487	0.527331	0.519955	0.504427	0.501002	0.52597	0.543635	0.538397	0.536689	0.532517	0.558283	0.56253	0.544375	0.539447	0.538204	0.540391	0.514741	0.519262	0.518464	0.308395	0.325179	0.336001	0.292876	0.321182	0.323107	0.24721	0.227588	0.211754
h1_cells	40	0.502231	0.168733	0.52357	0.534427	0.528457	0.52448	0.519899	0.526938	0.549376	0.552801	0.540597	0.547014	0.548172	0.538793	0.537146	0.536085	0.537683	0.542565	0.541533	0.541778	0.297448	0.323863	0.324773	0.282073	0.310145	0.305102	0.255252	0.239176	0.191826
h1_cells	50	0.531083	0.186676	0.526208	0.522933	0.519447	0.523824	0.508356	0.529321	0.539107	0.517913	0.537322	0.533205	0.539606	0.528194	0.534864	0.542062	0.549391	0.558804	0.531999	0.542593	0.278972	0.316009	0.298017	0.279142	0.309131	0.322983	0.233044	0.222944	0.197303
h1_cells	60	0.515267	0.203473	0.524229	0.525375	0.51771	0.518496	0.534213	0.525817	0.528528	0.513407	0.509555	0.528128	0.539382	0.534332	0.534778	0.530012	0.526164	0.54269	0.514516	0.525103	0.281721	0.307563	0.29701	0.270333	0.303445	0.321284	0.230685	0.222236	0.187197
h1_cells	70	0.510435	0.228507	0.504133	0.510192	0.504859	0.504662	0.513292	0.507097	0.527637	0.521939	0.519935	0.531726	0.516637	0.524063	0.525244	0.526168	0.531094	0.539201	0.545074	0.503174	0.263331	0.300156	0.289657	0.273646	0.296569	0.301468	0.222843	0.189014	0.167782
h1_cells	80	0.487453	0.24285	0.513562	0.516189	0.506116	0.497656	0.516174	0.514431	0.509908	0.510998	0.512721	0.510724	0.517955	0.522341	0.530327	0.512716	0.52487	0.537224	0.529383	0.520075	0.265036	0.301648	0.280785	0.268396	0.303541	0.299899	0.224256	0.195315	0.168785
h1_cells	90	0.48552	0.223781	0.50632	0.499366	0.496674	0.492108	0.509901	0.510642	0.506166	0.508006	0.512926	0.519551	0.506188	0.508021	0.498863	0.515866	0.514856	0.52209	0.531858	0.533972	0.252653	0.292119	0.277365	0.256829	0.294322	0.290191	0.216083	0.185848	0.161066
h1_cells	100	0.476845	0.237677	0.493475	0.505375	0.488059	0.497763	0.495541	0.497967	0.515301	0.504646	0.505884	0.492821	0.516832	0.498071	0.514497	0.51284	0.507761	0.539166	0.511071	0.524861	0.256055	0.285413	0.274037	0.260927	0.284092	0.302549	0.196041	0.183707	0.14702

h1_derived_mesenchymal_stem_cells	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
h1_derived_mesenchymal_stem_cells	10	0.329805	0.055066	0.386097	0.36984	0.374188	0.381505	0.368479	0.414565	0.402888	0.406928	0.38072	0.421779	0.402934	0.414772	0.421745	0.417056	0.397757	0.371954	0.368444	0.357271	0.080893	0.083436	0.080734	0.047063	0.071386	0.068227	0.049167	-0.02406	0.046154
h1_derived_mesenchymal_stem_cells	20	0.375487	0.069231	0.389026	0.389195	0.391813	0.397327	0.416434	0.40956	0.413655	0.409127	0.398211	0.409374	0.408733	0.417502	0.412625	0.404222	0.399534	0.398088	0.387131	0.39525	0.098918	0.112004	0.116234	0.080749	0.112638	0.110002	0.064497	0.060545	0.056826
h1_derived_mesenchymal_stem_cells	30	0.33737	0.068695	0.381974	0.40414	0.392976	0.397785	0.400686	0.404703	0.397413	0.390799	0.406839	0.402952	0.392937	0.417416	0.412821	0.411727	0.407282	0.419767	0.403813	0.402942	0.092339	0.107285	0.129664	0.102859	0.123109	0.109135	0.066962	0.059232	0.059215
h1_derived_mesenchymal_stem_cells	40	0.349767	0.078919	0.384855	0.388272	0.383289	0.387972	0.390879	0.388792	0.384179	0.388657	0.386942	0.389235	0.394141	0.385129	0.384274	0.399003	0.40573	0.413593	0.418981	0.404735	0.096085	0.108324	0.137597	0.102008	0.117864	0.108005	0.071013	0.065246	0.050506
h1_derived_mesenchymal_stem_cells	50	0.368342	0.083623	0.374558	0.376153	0.371469	0.379038	0.373525	0.386026	0.39069	0.371433	0.383909	0.365359	0.382901	0.36965	0.392177	0.39121	0.382211	0.420508	0.398521	0.407026	0.099504	0.111191	0.127566	0.101697	0.12376	0.115818	0.055125	0.061575	0.061638
h1_derived_mesenchymal_stem_cells	60	0.369374	0.090346	0.366092	0.36469	0.358321	0.36179	0.368401	0.366605	0.365377	0.379471	0.354157	0.369917	0.378263	0.376656	0.383196	0.370059	0.368531	0.410501	0.390961	0.39336	0.099859	0.106835	0.130881	0.101974	0.129369	0.117181	0.058317	0.069758	0.061122
h1_derived_mesenchymal_stem_cells	70	0.338903	0.092164	0.349843	0.36645	0.35536	0.356931	0.363938	0.360173	0.358277	0.36712	0.35996	0.364323	0.364364	0.355508	0.362653	0.356953	0.375203	0.398554	0.387518	0.40304	0.095455	0.107573	0.133804	0.105056	0.121965	0.114413	0.065405	0.069429	0.057674
h1_derived_mesenchymal_stem_cells	80	0.340057	0.10992	0.345118	0.355339	0.349248	0.351711	0.351432	0.35244	0.362206	0.349997	0.351445	0.340198	0.371986	0.363483	0.364121	0.363237	0.353767	0.405565	0.402815	0.391156	0.094482	0.109386	0.125329	0.109502	0.118924	0.122885	0.062152	0.061377	0.06244
h1_derived_mesenchymal_stem_cells	90	0.33509	0.09832	0.346472	0.347935	0.342921	0.332047	0.357001	0.334608	0.351399	0.340819	0.355505	0.345312	0.353608	0.346848	0.363038	0.351917	0.374497	0.377956	0.388517	0.389262	0.081958	0.089	0.132056	0.101121	0.117049	0.115712	0.069173	0.065782	0.053731
h1_derived_mesenchymal_stem_cells	100	0.330844	0.069904	0.344045	0.342575	0.346045	0.327391	0.340653	0.339197	0.337779	0.344185	0.34648	0.331431	0.346873	0.350242	0.351674	0.358858	0.346536	0.371007	0.388585	0.398515	0.098932	0.089807	0.125816	0.100762	0.111524	0.12283	0.062005	0.062073	0.048655

h1_derived_neuronal_progenitor_cultured_cells	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
h1_derived_neuronal_progenitor_cultured_cells	10	0.440079	0.122682	0.469512	0.43582	0.459312	0.437901	0.46705	0.494908	0.499044	0.477311	0.477708	0.480429	0.489534	0.493649	0.502239	0.518477	0.498083	0.396353	0.445459	0.403389	0.249305	0.230823	0.251779	0.246851	0.237694	0.221298	0.190184	0.134431	0.190141
h1_derived_neuronal_progenitor_cultured_cells	20	0.454628	0.130536	0.488078	0.48227	0.50748	0.470781	0.49125	0.525391	0.522842	0.503973	0.521584	0.521243	0.526866	0.541999	0.546598	0.525773	0.545766	0.504135	0.472523	0.44027	0.285141	0.325621	0.306356	0.264787	0.277204	0.275527	0.219939	0.211792	0.204981
h1_derived_neuronal_progenitor_cultured_cells	30	0.481182	0.150124	0.518536	0.507418	0.495367	0.503604	0.496955	0.521172	0.527869	0.517135	0.512403	0.533347	0.52286	0.536033	0.525194	0.524655	0.528405	0.530399	0.50065	0.504383	0.256662	0.30009	0.305541	0.257866	0.281676	0.295056	0.223735	0.214209	0.193114
h1_derived_neuronal_progenitor_cultured_cells	40	0.494471	0.163901	0.505086	0.503511	0.499695	0.494043	0.499397	0.530134	0.511539	0.513652	0.523303	0.509185	0.535673	0.532722	0.524204	0.533491	0.528331	0.48884	0.526619	0.492033	0.255439	0.299033	0.298262	0.249029	0.276439	0.291875	0.232659	0.212999	0.164485
h1_derived_neuronal_progenitor_cultured_cells	50	0.502614	0.19808	0.505485	0.488355	0.490117	0.488543	0.485595	0.509792	0.513783	0.500269	0.501779	0.509507	0.516286	0.514926	0.525457	0.510939	0.51192	0.534282	0.522322	0.517007	0.241577	0.291539	0.2985	0.255936	0.284294	0.300194	0.202521	0.196969	0.168393
h1_derived_neuronal_progenitor_cultured_cells	60	0.485088	0.19486	0.491128	0.49551	0.491413	0.503201	0.496552	0.49672	0.505658	0.496863	0.502023	0.513336	0.501807	0.515319	0.494664	0.498152	0.504304	0.53176	0.523652	0.51608	0.237871	0.293121	0.286107	0.239584	0.27783	0.302966	0.211232	0.196392	0.151618
h1_derived_neuronal_progenitor_cultured_cells	70	0.471469	0.211873	0.488602	0.485704	0.477697	0.480123	0.479402	0.485685	0.499732	0.49782	0.499925	0.506645	0.506368	0.498832	0.492349	0.496439	0.496188	0.529582	0.523672	0.520181	0.232231	0.279159	0.283401	0.234608	0.270016	0.285541	0.208506	0.187979	0.138199
h1_derived_neuronal_progenitor_cultured_cells	80	0.465597	0.207342	0.486151	0.475111	0.481992	0.480435	0.484557	0.495778	0.492117	0.494586	0.495785	0.501363	0.485605	0.490524	0.487544	0.4873	0.498166	0.530237	0.518613	0.510797	0.228803	0.2578	0.264837	0.232814	0.24852	0.297545	0.206834	0.190903	0.145059
h1_derived_neuronal_progenitor_cultured_cells	90	0.449415	0.217434	0.473835	0.470291	0.465207	0.473936	0.4745	0.494143	0.47754	0.499709	0.489338	0.484982	0.492533	0.483108	0.491827	0.487449	0.491117	0.521615	0.516067	0.52615	0.22477	0.266878	0.256994	0.235212	0.260508	0.281298	0.210924	0.173471	0.131889
h1_derived_neuronal_progenitor_cultured_cells	100	0.445034	0.221619	0.452167	0.476177	0.450088	0.461265	0.46891	0.471355	0.480168	0.476241	0.478284	0.470532	0.484551	0.478086	0.480732	0.474465	0.476075	0.511722	0.520371	0.505531	0.218355	0.264055	0.254274	0.233907	0.245902	0.277072	0.202645	0.178309	0.143217

h9_cells	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
h9_cells	10	0.504345	0.117845	0.458981	0.499482	0.456121	0.476992	0.527761	0.520459	0.534262	0.518057	0.501221	0.527512	0.523912	0.51533	0.522687	0.518214	0.536918	0.385304	0.365514	0.233364	0.324499	0.293037	0.309675	0.329575	0.316961	0.334629	0.276959	0.269604	0.255822
h9_cells	20	0.530769	0.175564	0.497195	0.54188	0.523145	0.523453	0.528032	0.54737	0.574071	0.543991	0.526293	0.550625	0.556357	0.582324	0.567325	0.57158	0.570812	0.517422	0.471787	0.460793	0.357231	0.373264	0.36909	0.337025	0.359313	0.376644	0.283544	0.270112	0.250402
h9_cells	30	0.53108	0.180241	0.525614	0.540375	0.521469	0.538228	0.552364	0.541817	0.559954	0.537162	0.548065	0.558229	0.564008	0.564923	0.559076	0.574146	0.569704	0.557205	0.556072	0.55814	0.339727	0.377077	0.377147	0.318781	0.352817	0.367343	0.27718	0.284742	0.255823
h9_cells	40	0.536808	0.200018	0.535842	0.542764	0.520031	0.530896	0.538121	0.560788	0.545875	0.549322	0.5536	0.549894	0.559501	0.563823	0.564628	0.558447	0.573664	0.558364	0.537704	0.556635	0.326855	0.366178	0.364662	0.294195	0.348932	0.362339	0.270934	0.281587	0.230554
h9_cells	50	0.541292	0.229883	0.549098	0.542883	0.519654	0.537197	0.548958	0.541511	0.552904	0.535365	0.530819	0.560514	0.554414	0.562324	0.547787	0.559126	0.555103	0.572193	0.540294	0.548208	0.338831	0.367013	0.361639	0.292994	0.353149	0.362301	0.27042	0.240409	0.244116
h9_cells	60	0.529598	0.242503	0.532098	0.53825	0.52659	0.522968	0.546529	0.535064	0.552905	0.539558	0.540987	0.541292	0.547526	0.546752	0.535726	0.54639	0.563082	0.567708	0.554056	0.542406	0.323412	0.353964	0.351432	0.298738	0.338293	0.34537	0.254672	0.260257	0.231473
h9_cells	70	0.52461	0.262578	0.511755	0.540003	0.529511	0.53998	0.535906	0.544011	0.542763	0.546543	0.536707	0.538303	0.545352	0.531608	0.539027	0.546981	0.53385	0.555787	0.55073	0.539745	0.303749	0.343038	0.355792	0.285839	0.345535	0.33868	0.251527	0.264173	0.203314
h9_cells	80	0.522153	0.270436	0.527539	0.531779	0.50725	0.531554	0.526341	0.536328	0.529994	0.537094	0.536036	0.529254	0.536963	0.533406	0.527842	0.532842	0.522069	0.55524	0.563588	0.550571	0.313857	0.339478	0.336098	0.283787	0.33699	0.334968	0.245662	0.21195	0.194088
h9_cells	90	0.499119	0.261104	0.520783	0.520287	0.516457	0.523696	0.52331	0.53441	0.523707	0.526295	0.518268	0.530006	0.529691	0.532983	0.530419	0.524402	0.543167	0.561078	0.543638	0.561659	0.29931	0.341076	0.324756	0.26471	0.337007	0.325271	0.250037	0.207386	0.220901
h9_cells	100	0.502592	0.26484	0.522449	0.525801	0.513106	0.513999	0.521785	0.522791	0.528341	0.510532	0.520009	0.525032	0.527529	0.525136	0.519499	0.515523	0.520986	0.553695	0.553189	0.546849	0.305927	0.323152	0.327445	0.272083	0.318202	0.315333	0.209702	0.225742	0.172109

imr90_fetal_lung_fibroblasts_cell_line	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
imr90_fetal_lung_fibroblasts_cell_line	10	0.33086	0.055526	0.387218	0.370466	0.388139	0.406172	0.382145	0.408829	0.401981	0.400079	0.403696	0.41607	0.428829	0.421328	0.387834	0.426696	0.395926	0.369265	0.367916	0.387357	0.039877	0.033277	0.065359	0.031513	0.056039	0.072939	-0.039051	0.004692	0.025312
imr90_fetal_lung_fibroblasts_cell_line	20	0.369128	0.067133	0.38839	0.394254	0.394369	0.404953	0.381821	0.411603	0.415166	0.409092	0.416948	0.415067	0.422971	0.42585	0.412874	0.398942	0.412636	0.411107	0.386704	0.384294	0.099445	0.102405	0.090534	0.074655	0.095652	0.091702	0.056858	0.052909	0.03398
imr90_fetal_lung_fibroblasts_cell_line	30	0.351323	0.06917	0.387301	0.381235	0.370296	0.37314	0.37424	0.402031	0.395895	0.395597	0.400339	0.410286	0.396291	0.396321	0.408129	0.413743	0.413228	0.419406	0.421967	0.380291	0.087607	0.102577	0.112621	0.09622	0.098331	0.104672	0.06755	0.06917	0.063006
imr90_fetal_lung_fibroblasts_cell_line	40	0.334363	0.066109	0.367006	0.373382	0.379489	0.362699	0.356511	0.39579	0.392103	0.39087	0.382526	0.391876	0.393621	0.396841	0.398672	0.381136	0.401092	0.42625	0.410451	0.409447	0.09541	0.094611	0.113729	0.091758	0.103811	0.104267	0.059196	0.06719	0.05777
imr90_fetal_lung_fibroblasts_cell_line	50	0.368342	0.066792	0.357788	0.356146	0.363054	0.363831	0.364757	0.387856	0.381658	0.384663	0.370932	0.386548	0.396105	0.372377	0.391408	0.387873	0.392694	0.3972	0.405543	0.402957	0.097592	0.099915	0.110215	0.09684	0.111095	0.105737	0.077671	0.053701	0.031272
imr90_fetal_lung_fibroblasts_cell_line	60	0.337661	0.075731	0.364254	0.371632	0.360644	0.359794	0.36527	0.376221	0.37394	0.371116	0.376535	0.38423	0.373344	0.369336	0.369034	0.369128	0.365872	0.414549	0.391798	0.410626	0.084179	0.099641	0.112179	0.096112	0.108315	0.106626	0.057983	0.055794	0.029403
imr90_fetal_lung_fibroblasts_cell_line	70	0.34014	0.084843	0.353863	0.341782	0.35496	0.350248	0.338573	0.379026	0.35825	0.356014	0.350344	0.359137	0.376376	0.347334	0.369435	0.359651	0.379	0.406614	0.395413	0.397942	0.096318	0.096278	0.107935	0.101432	0.112758	0.107874	0.063494	0.050109	0.028409
imr90_fetal_lung_fibroblasts_cell_line	80	0.332768	0.089907	0.333027	0.346241	0.347012	0.329896	0.339844	0.338475	0.35321	0.334689	0.353947	0.357104	0.363391	0.366115	0.360056	0.365933	0.35236	0.391071	0.369232	0.401935	0.091698	0.099138	0.105751	0.094873	0.105981	0.104845	0.050198	0.056674	0.04291
imr90_fetal_lung_fibroblasts_cell_line	90	0.313505	0.103051	0.343937	0.33847	0.334932	0.348446	0.334284	0.356398	0.331301	0.330202	0.351167	0.357035	0.310896	0.350825	0.344715	0.348961	0.345146	0.376328	0.385787	0.385718	0.078267	0.081784	0.102966	0.095678	0.110913	0.107514	0.069414	0.057166	0.039887
imr90_fetal_lung_fibroblasts_cell_line	100	0.31796	0.100507	0.327231	0.31321	0.298771	0.314055	0.322019	0.332188	0.332256	0.331381	0.330298	0.333739	0.297277	0.338285	0.339998	0.34086	0.334181	0.380413	0.377332	0.395343	0.098197	0.079987	0.109973	0.095632	0.114451	0.107631	0.058866	0.052572	0.058802

keratinocyte	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
keratinocyte	10	0.296119	0.032554	0.345456	0.337924	0.357262	0.362987	0.387352	0.381355	0.390869	0.378174	0.383441	0.38841	0.393369	0.392873	0.397051	0.387282	0.390136	0.35877	0.351002	0.358549	0.019468	0.0601	0.028449	0.002914	0.032675	0.031545	-0.042853	0.015964	-0.063187
keratinocyte	20	0.336425	0.056351	0.353407	0.347163	0.354739	0.372338	0.375056	0.38355	0.377097	0.371322	0.373463	0.380546	0.37752	0.397394	0.383548	0.382185	0.376524	0.373414	0.375792	0.370638	0.055969	0.074682	0.083398	0.034601	0.049042	0.07969	0.031365	0.035505	0.051127
keratinocyte	30	0.316692	0.053932	0.354184	0.349356	0.348884	0.356461	0.366211	0.371604	0.361181	0.350503	0.351889	0.354699	0.372477	0.369529	0.362686	0.337423	0.370654	0.39022	0.365666	0.386614	0.053378	0.086062	0.104659	0.045099	0.076992	0.096418	0.05087	0.041024	0.045824
keratinocyte	40	0.302591	0.061174	0.348221	0.345457	0.346745	0.347513	0.350741	0.355601	0.338513	0.327789	0.351399	0.356851	0.357315	0.355803	0.357059	0.359304	0.36697	0.391189	0.372717	0.375048	0.059987	0.0746	0.099752	0.065283	0.070263	0.097813	0.044435	0.040052	0.038869
keratinocyte	50	0.291232	0.070684	0.340517	0.335478	0.340791	0.34194	0.340308	0.356139	0.344924	0.335236	0.340838	0.344148	0.357266	0.348977	0.335133	0.355232	0.35169	0.378729	0.386508	0.38339	0.069865	0.075384	0.106229	0.072968	0.092789	0.101358	0.060278	0.036201	0.041786
keratinocyte	60	0.303598	0.078899	0.334953	0.333133	0.334649	0.341272	0.336443	0.347058	0.337817	0.332813	0.334377	0.341087	0.343545	0.319002	0.344038	0.337787	0.350495	0.372219	0.368726	0.369536	0.070723	0.079487	0.096984	0.070025	0.095073	0.096392	0.056122	0.039704	0.025386
keratinocyte	70	0.29255	0.081695	0.319627	0.325805	0.324107	0.327689	0.333275	0.323802	0.328362	0.331887	0.326154	0.338041	0.344743	0.34096	0.339337	0.349295	0.342852	0.37063	0.370288	0.372851	0.066882	0.083134	0.101853	0.073576	0.087056	0.097387	0.049263	0.051361	0.031683
keratinocyte	80	0.292627	0.092158	0.323605	0.317773	0.320462	0.328415	0.331326	0.311423	0.329933	0.324516	0.322434	0.327994	0.332077	0.336448	0.334243	0.333698	0.332792	0.382965	0.372471	0.373363	0.062607	0.086865	0.097409	0.070655	0.083117	0.102381	0.054175	0.049408	0.020458
keratinocyte	90	0.284518	0.099901	0.317553	0.319641	0.321087	0.327332	0.313209	0.323307	0.319124	0.324477	0.317597	0.319151	0.331236	0.326978	0.327399	0.329653	0.332316	0.36269	0.360249	0.371004	0.058324	0.083103	0.0943	0.069828	0.091764	0.094458	0.057677	0.043591	0.015997
keratinocyte	100	0.286998	0.063877	0.317193	0.31032	0.321684	0.310259	0.320432	0.309367	0.317428	0.316183	0.314616	0.306318	0.311616	0.322616	0.304293	0.321346	0.329501	0.330481	0.334875	0.360586	0.062494	0.069868	0.094945	0.069872	0.084096	0.096173	0.047776	0.04552	0.024177

